163,9, 15, 18145, 7759
164,15, 3, 43674, 10792
165,15, 13, 36422, 12921
166,10, 15, 40287, 44584
167,15, 11, 17125, 49345
168,15, 7, 21615, 35211
169,15, 4, 42627, 49385
170,15, 12, 20112, 19429
171,13, 15, 45065, 41462
172,15, 7, 11839, 17118
173,15, 2, 47249, 9909
174,15, 8, 16407, 33851
175,3, 15, 22476, 36315
176,3, 15, 41910, 46779
177,15, 12, 45083, 32389
178,15, 2, 19721, 41580
179,3, 15, 34316, 43922
180,13, 15, 38039, 7505
181,11, 15, 13392, 8935
182,5, 15, 49263, 21786
183,15, 2, 9397, 30465
184,15, 6, 34080, 8991
185,10, 15, 25650, 7236
186,15, 14, 15011, 35154
187,15, 12, 23455, 44318
188,15, 12, 14101, 7311
189,7, 15, 7640, 2760
190,8, 15, 47592, 27604
191,15, 6, 40057, 29232
192,15, 3, 4495, 12857
193,15, 13, 15443, 11578
194,0, 15, 27817, 18358
195,15, 2, 10984, 46043
196,15, 13, 9737, 6560
197,15, 7, 47197, 39856
198,3, 15, 247, 44718
199,15, 5, 44307, 11116
200,0, 15, 15156, 13185
201,10, 15, 12337, 32932
202,15, 6, 42173, 36203
203,15, 3, 882, 29534
204,15, 14, 5685, 24710
205,14, 15, 43623, 43000
206,0, 15, 281, 22312
207,0, 15, 25290, 37622
208,15, 7, 15979, 14350
209,15, 4, 8791, 8448
210,0, 15, 39063, 24128
211,15, 9, 4446, 30652
212,3, 15, 12347, 22407
213,9, 15, 37902, 38964
214,15, 12, 31944, 34499
215,15, 8, 24318, 21798
216,0, 15, 46381, 3571
217,1, 15, 40513, 11138
218,5, 15, 2782, 29368
219,11, 15, 29742, 14304
220,15, 1, 3175, 29514
221,5, 15, 31989, 255
222,15, 1, 7151, 45660
223,8, 15, 38015, 3909
224,0, 15, 25305, 8584
225,15, 9, 21533, 12730
226,15, 5, 39181, 19979
227,0, 15, 24895, 6133
228,1, 15, 32786, 38742
229,9, 15, 24055, 22207
230,3, 15, 15927, 44440
231,15, 0, 23292, 48708
232,15, 9, 9927, 14410
233,7, 15, 24514, 37799
234,10, 15, 11695, 48192
235,14, 15, 278, 2660
236,5, 15, 21374, 23042
237,1, 15, 49439, 46729
238,14, 15, 28538, 10093
239,15, 2, 40430, 13660
240,15, 12, 24097, 47519
241,15, 11, 42920, 37220
242,15, 7, 28161, 11213
243,4, 15, 27447, 42506
244,15, 12, 20996, 23226
245,15, 7, 15215, 34253
246,13, 15, 21901, 48814
247,15, 14, 9624, 9968
248,15, 2, 7523, 550
249,15, 12, 22591, 20341
250,15, 12, 45646, 24042
251,12, 15, 36070, 31559
252,15, 0, 41215, 40476
253,10, 15, 14999, 33850
254,15, 6, 37837, 42906
255,15, 14, 23986, 47280
256,4, 15, 16923, 2746
257,0, 15, 8328, 24102
258,2, 15, 33647, 19551
259,15, 9, 3016, 84
260,2, 15, 1328, 2811
261,15, 3, 45001, 48642
262,15, 0, 31705, 1415
263,15, 9, 7864, 5975
264,15, 6, 22403, 49587
265,15, 8, 31700, 3896
266,12, 15, 33503, 8666
267,14, 15, 3220, 37882
268,15, 2, 35241, 40596
269,15, 9, 13436, 36704
270,15, 12, 23462, 24776
271,15, 14, 27890, 45250
272,9, 15, 15693, 32391
273,15, 7, 42667, 19358
274,14, 15, 47928, 35417
275,4, 15, 2956, 16615
276,15, 5, 39013, 20113
277,15, 8, 47890, 32007
278,3, 15, 40000, 32567
279,6, 15, 18373, 12130
280,12, 15, 35836, 167
281,15, 6, 19012, 11201
282,8, 15, 37948, 3506
283,15, 10, 39702, 10311
284,15, 12, 38822, 3013
285,15, 13, 16220, 40147
286,15, 9, 13404, 42180
287,15, 2, 27504, 5599
288,11, 15, 47585, 543
289,15, 3, 29931, 945
290,14, 15, 26707, 35179
291,10, 15, 21896, 37388
292,9, 15, 10096, 46008
293,1, 15, 21568, 34290
294,15, 5, 16661, 30455
295,14, 15, 3792, 5476
296,15, 7, 8366, 30818
297,15, 5, 43083, 47013
298,15, 9, 20300, 10673
299,15, 0, 10898, 40246
300,12, 15, 45853, 29216
301,13, 15, 8213, 12266
302,15, 9, 16949, 34571
303,15, 12, 9290, 47736
304,15, 10, 38410, 36656
305,15, 11, 8700, 6330
306,8, 15, 48789, 2764
307,15, 3, 2099, 37693
308,6, 15, 46915, 1766
309,4, 15, 20426, 12973
310,3, 15, 17205, 26750
311,15, 2, 35522, 13312
312,11, 15, 12634, 48490
313,15, 5, 45758, 11490
314,15, 12, 42685, 15782
315,15, 1, 14163, 24888
316,5, 15, 41252, 29101
317,15, 11, 11775, 17506
318,15, 5, 3044, 26824
319,0, 15, 43743, 3242
320,15, 5, 27939, 5911
321,15, 7, 10714, 35816
322,15, 7, 11323, 4808
323,13, 15, 46779, 39138
324,15, 0, 11954, 45412
325,15, 5, 17061, 19085
326,3, 15, 5050, 2310
327,2, 15, 42077, 38306
328,9, 15, 41242, 45468
329,13, 15, 36714, 24326
330,15, 9, 12012, 26122
331,6, 15, 14621, 28307
332,15, 9, 32976, 6381
333,11, 15, 35975, 44439
334,1, 15, 39115, 48818
335,1, 15, 40175, 1891
336,4, 15, 23499, 2272
337,13, 15, 16310, 5072
338,15, 13, 21781, 8972
339,12, 15, 39092, 40738
340,15, 0, 46617, 16515
341,15, 10, 36610, 46283
342,15, 12, 25343, 35785
343,15, 2, 28421, 14560
344,15, 7, 29849, 16345
345,15, 14, 1032, 13977
346,8, 15, 9137, 24219
347,1, 15, 5798, 48897
348,15, 9, 34438, 12507
349,15, 14, 8370, 36269
350,15, 0, 3854, 10519
351,15, 13, 35084, 41870
352,5, 15, 8569, 22230
353,8, 15, 39166, 20075
354,3, 15, 42763, 20997
355,5, 15, 15958, 19239
356,2, 15, 29967, 44771
357,15, 12, 39493, 1629
358,14, 15, 12674, 43721
359,3, 15, 11496, 34966
360,10, 15, 43823, 5620
361,1, 15, 25293, 1151
362,15, 5, 45806, 6716
363,9, 15, 17638, 42308
364,15, 2, 3903, 36438
365,13, 15, 8736, 49236
366,13, 15, 49350, 36622
367,15, 4, 26425, 9256
368,13, 15, 18223, 3556
369,7, 15, 42826, 1004
370,8, 15, 22142, 1193
371,12, 15, 15116, 24206
372,15, 13, 29175, 47764
373,15, 13, 32115, 41918
374,15, 9, 10805, 1742
375,15, 8, 17164, 1904
376,15, 4, 26536, 17566
377,15, 5, 23836, 14025
378,9, 15, 35387, 1852
379,14, 15, 10959, 39413
380,15, 13, 37532, 18273
381,15, 1, 34691, 45211
382,7, 15, 4056, 12010
383,8, 15, 15380, 30907
384,15, 13, 41962, 26975
385,5, 15, 46478, 45639
386,15, 13, 48573, 23041
387,4, 15, 44142, 25830
388,15, 5, 33102, 19778
389,12, 15, 22244, 11401
390,15, 5, 20285, 11456
391,5, 15, 30024, 22612
392,11, 15, 1002, 48864
393,15, 12, 15682, 564
394,15, 14, 36455, 35964
395,15, 1, 38599, 32299
396,15, 12, 18691, 36462
397,7, 15, 34567, 7869
398,3, 15, 25145, 8349
399,14, 15, 25415, 33987
400,13, 15, 43471, 24634
401,15, 13, 43934, 5091
402,15, 5, 43172, 14042
403,13, 15, 33087, 42380
404,15, 13, 28403, 3294
405,15, 11, 11214, 8055
406,15, 14, 15003, 33420
407,15, 6, 17967, 33505
408,15, 12, 13840, 46434
409,15, 3, 48205, 6467
410,10, 15, 12918, 43278
411,15, 4, 13363, 22048
412,15, 0, 9538, 15856
413,10, 15, 16563, 29850
414,5, 15, 47090, 40124
415,15, 8, 30367, 27367
416,15, 8, 24965, 35265
417,3, 15, 23895, 38750
418,15, 9, 12349, 6194
419,2, 15, 37491, 49174
420,13, 15, 39783, 29444
421,14, 15, 41039, 5267
422,15, 14, 25502, 42603
423,15, 7, 33067, 40220
424,13, 15, 2450, 7562
425,15, 0, 26247, 49452
426,10, 15, 47364, 16742
427,9, 15, 34074, 24419
428,15, 11, 40006, 8300
429,2, 15, 47598, 39337
430,15, 11, 18177, 9933
431,15, 2, 31955, 38062
432,14, 15, 7349, 17351
433,0, 15, 7453, 36920
434,13, 15, 12838, 30372
435,7, 15, 33698, 45718
436,2, 15, 35169, 25463
437,7, 15, 5713, 27846
438,15, 13, 15860, 16264
439,6, 15, 34314, 49384
440,15, 10, 23827, 27543
441,3, 15, 39989, 16455
442,15, 14, 38519, 34878
443,4, 15, 27442, 15295
444,4, 15, 47112, 42245
445,6, 15, 16360, 26004
446,1, 15, 49106, 31019
447,3, 15, 27975, 45921
448,15, 6, 30889, 12403
449,15, 11, 6385, 6941
450,15, 4, 38001, 27658
451,15, 12, 39489, 29512
452,5, 15, 46835, 44784
453,15, 4, 13775, 13356
454,15, 8, 22781, 8444
455,15, 5, 28120, 1607
456,9, 15, 1534, 46313
457,14, 15, 45158, 11352
458,9, 15, 4359, 19995
459,15, 7, 33255, 29750
460,15, 2, 3104, 32047
461,15, 12, 7675, 42118
462,8, 15, 13020, 6025
463,15, 7, 8251, 11945
464,15, 5, 33529, 47582
465,15, 2, 46546, 43128
466,15, 6, 32103, 35427
467,15, 12, 33608, 46949
468,15, 10, 12483, 41277
469,15, 0, 45760, 41713
470,15, 1, 14670, 26862
471,15, 7, 23342, 27316
472,9, 15, 7504, 40140
473,15, 12, 28862, 26646
474,15, 1, 40181, 21357
475,13, 15, 2018, 48837
476,15, 3, 6391, 10995
477,15, 4, 21526, 48817
478,15, 8, 33392, 7180
479,4, 15, 37311, 26310
480,15, 9, 5585, 48439
481,15, 3, 9773, 48060
482,15, 6, 40971, 6054
483,6, 15, 11943, 15843
484,8, 15, 34297, 41721
485,5, 15, 12687, 22642
486,15, 7, 8896, 24338
487,0, 15, 33719, 9752
488,15, 3, 36843, 6875
489,8, 15, 46075, 14668
490,2, 15, 33927, 19761
491,15, 11, 27181, 31540
492,10, 15, 24168, 22503
493,8, 15, 34591, 31214
494,9, 15, 40648, 22263
495,15, 14, 14590, 10225
496,15, 3, 31194, 25843
497,15, 0, 46084, 40090
498,15, 4, 36342, 36384
499,10, 15, 5425, 27619
500,9, 15, 14063, 18168
501,15, 12, 32340, 26875
502,12, 15, 14751, 1282
503,3, 15, 47704, 18192
504,15, 13, 28234, 13727
505,14, 15, 13141, 44190
506,0, 15, 29099, 10430
507,15, 1, 41950, 18116
508,6, 15, 47366, 13465
509,15, 0, 28878, 2149
510,13, 15, 17558, 46820
511,15, 2, 18216, 28794
512,15, 10, 17930, 20326
513,14, 15, 10820, 37273
514,12, 15, 15282, 28771
515,14, 15, 8467, 31835
516,9, 15, 28498, 43020
517,1, 15, 47132, 23688
518,15, 6, 21970, 43241
519,2, 15, 10551, 23778
520,15, 5, 25003, 2899
521,6, 15, 23351, 46767
522,15, 2, 13407, 28476
523,15, 3, 38157, 6251
524,15, 8, 38927, 47092
525,15, 9, 29433, 44100
526,15, 7, 26646, 2079
527,15, 5, 44690, 42967
528,5, 15, 14031, 24217
529,15, 5, 47187, 9822
530,15, 3, 15169, 18796
531,1, 15, 20167, 11829
532,5, 15, 948, 48538
533,15, 10, 20633, 40047
534,15, 1, 14646, 27539
535,15, 2, 2220, 13764
536,10, 15, 2987, 40401
537,9, 15, 48796, 30755
538,15, 5, 8803, 5385
539,15, 7, 11514, 1631
540,10, 15, 2840, 10757
541,15, 4, 19783, 25282
542,12, 15, 25434, 5931
543,5, 15, 10976, 44060
544,14, 15, 28995, 20052
545,15, 8, 14500, 44383
546,15, 5, 36265, 11285
547,5, 15, 41519, 2108
548,13, 15, 12894, 22558
549,15, 3, 48384, 43189
550,0, 15, 39954, 41119
551,15, 6, 36343, 44640
552,2, 15, 30758, 13401
553,15, 1, 44704, 13864
554,15, 5, 37074, 22354
555,15, 10, 48965, 11389
556,0, 15, 14325, 5966
557,15, 2, 12937, 2461
558,15, 14, 20001, 26915
559,15, 6, 43853, 24091
560,15, 3, 23434, 16249
561,15, 0, 4741, 47253
562,4, 15, 10036, 3960
563,3, 15, 43189, 29055
564,2, 15, 22106, 13603
565,15, 10, 44224, 36208
566,15, 13, 9327, 25383
567,3, 15, 45164, 29713
568,11, 15, 42047, 32418
569,15, 10, 36841, 44461
570,10, 15, 13404, 40776
571,6, 15, 46306, 46383
572,15, 6, 24854, 45414
573,15, 13, 45141, 19323
574,2, 15, 36648, 44105
575,6, 15, 44779, 27337
576,0, 15, 24335, 22616
577,12, 15, 1708, 16376
578,7, 15, 14277, 8485
579,15, 6, 32702, 27802
580,3, 15, 31760, 36198
581,15, 0, 26753, 357
582,15, 8, 22564, 24416
583,13, 15, 48872, 47291
584,7, 15, 19726, 3253
585,6, 15, 21960, 552
586,15, 9, 32341, 4062
587,15, 12, 35880, 14045
588,15, 10, 26267, 3288
589,10, 15, 29494, 49353
590,15, 6, 41497, 4089
591,15, 0, 26592, 26635
592,4, 15, 16276, 43960
593,15, 1, 33051, 8877
594,15, 1, 8175, 15463
595,15, 5, 26930, 3008
596,15, 12, 29624, 12901
597,15, 9, 43960, 5619
598,13, 15, 13529, 36785
599,4, 15, 3126, 40213
600,1, 15, 6445, 9930
601,15, 10, 18777, 20438
602,15, 3, 16601, 43635
603,6, 15, 45176, 34396
604,0, 15, 30684, 40703
605,3, 15, 38194, 11948
606,15, 0, 30382, 23698
607,5, 15, 24531, 19623
608,15, 0, 24344, 29518
609,14, 15, 9334, 30958
610,2, 15, 49121, 30843
611,8, 15, 26858, 39785
612,15, 4, 15229, 40692
613,15, 4, 2216, 32905
614,7, 15, 22601, 46601
615,15, 5, 21996, 12260
616,12, 15, 39096, 48008
617,11, 15, 39830, 2943
618,6, 15, 15256, 46680
619,14, 15, 16791, 7107
620,8, 15, 12735, 29792
621,15, 5, 19802, 6959
622,15, 3, 32359, 43677
623,15, 5, 2359, 47348
624,4, 15, 34191, 37227
625,13, 15, 48683, 2073
626,15, 0, 10724, 7080
627,0, 15, 23701, 23522
628,15, 8, 11637, 44238
629,7, 15, 26188, 1428
630,12, 15, 3410, 43898
631,0, 15, 28642, 28676
632,15, 12, 12432, 11753
633,14, 15, 44694, 37423
634,15, 7, 12397, 34718
635,15, 7, 49305, 40270
636,5, 15, 33355, 32028
637,15, 13, 17873, 1062
638,15, 5, 45419, 15439
639,15, 13, 3442, 9747
640,7, 15, 40088, 1224
641,15, 4, 34258, 37723
642,15, 14, 29566, 37280
643,15, 13, 33575, 20800
644,15, 10, 25726, 17505
645,6, 15, 22845, 27997
646,7, 15, 13313, 45735
647,15, 7, 30985, 45091
648,5, 15, 29698, 18466
649,3, 15, 6878, 29319
650,15, 11, 20729, 48275
651,12, 15, 26771, 40180
652,7, 15, 1286, 31823
653,11, 15, 48348, 8514
654,1, 15, 39380, 12635
655,6, 15, 33607, 35194
656,8, 15, 45731, 9204
657,15, 7, 10782, 38221
658,15, 11, 42213, 27827
659,9, 15, 581, 31893
660,13, 15, 13075, 23252
661,5, 15, 8871, 11332
662,3, 15, 48950, 17639
663,15, 11, 22536, 24689
664,5, 15, 43586, 1745
665,15, 1, 15880, 628
666,8, 15, 13683, 22597
667,1, 15, 34117, 39148
668,15, 3, 39137, 48453
669,9, 15, 2539, 16781
670,15, 8, 3957, 44058
671,15, 3, 7873, 18279
672,2, 15, 3629, 45711
673,14, 15, 36110, 34946
674,15, 10, 29664, 17803
675,15, 5, 5803, 26342
676,5, 15, 45917, 29145
677,11, 15, 3328, 29647
678,11, 15, 842, 14787
679,15, 12, 4393, 32352
680,15, 8, 15338, 14405
681,15, 9, 17588, 29317
682,9, 15, 31717, 8559
683,15, 9, 10512, 27398
684,15, 3, 41755, 36700
685,13, 15, 29226, 35608
686,3, 15, 1065, 3671
687,7, 15, 40537, 5717
688,15, 2, 32358, 43916
689,7, 15, 6296, 16412
690,15, 4, 33756, 41273
691,15, 5, 22907, 12661
692,11, 15, 44821, 13224
693,3, 15, 1636, 16664
694,15, 8, 47737, 45742
695,1, 15, 45397, 5369
696,14, 15, 12265, 2997
697,13, 15, 17164, 3135
698,15, 6, 416, 21378
699,15, 6, 44041, 21532
700,2, 15, 2206, 8268
701,15, 12, 15989, 17534
702,4, 15, 39455, 2778
703,15, 0, 25233, 27694
704,15, 5, 26947, 4637
705,15, 0, 12784, 18257
706,15, 11, 24766, 15639
707,15, 2, 11212, 11973
708,2, 15, 22742, 23226
709,13, 15, 40323, 45970
710,7, 15, 44163, 47034
711,4, 15, 29962, 45175
712,15, 7, 10474, 25966
713,12, 15, 26130, 8135
714,6, 15, 1236, 40290
715,8, 15, 973, 22035
716,2, 15, 2308, 20284
717,0, 15, 15043, 27710
718,14, 15, 3057, 13039
719,15, 0, 18177, 34148
720,15, 13, 41546, 42596
721,15, 7, 26369, 31586
722,8, 15, 33916, 12780
723,5, 15, 28389, 31250
724,15, 3, 15595, 14640
725,11, 15, 13545, 7726
726,15, 9, 20578, 11189
727,13, 15, 48156, 28658
728,15, 9, 40430, 25931
729,7, 15, 36447, 13202
730,15, 8, 5012, 48486
731,5, 15, 22359, 8888
732,15, 1, 29667, 34129
733,15, 11, 24670, 28059
734,15, 3, 31855, 33745
735,5, 15, 9008, 39950
736,12, 15, 22726, 47249
737,15, 1, 3742, 48085
738,15, 3, 27237, 9333
739,15, 13, 26021, 40972
740,15, 0, 38446, 15500
741,2, 15, 2894, 22971
742,6, 15, 42144, 521
743,15, 14, 48096, 12684
744,11, 15, 49349, 37677
745,7, 15, 47837, 32794
746,15, 8, 28909, 43396
747,15, 5, 25721, 1505
748,7, 15, 43251, 22135
749,5, 15, 9223, 44494
750,5, 15, 40638, 32847
751,15, 6, 21978, 35555
752,11, 15, 4451, 47623
753,15, 6, 18381, 32412
754,15, 1, 11989, 386
755,15, 7, 37181, 49833
756,3, 15, 20761, 44456
757,12, 15, 12758, 26876
758,7, 15, 36329, 44321
759,10, 15, 33262, 9243
760,15, 5, 48463, 32520
761,14, 15, 15496, 40914
762,15, 10, 35123, 40864
763,15, 4, 4874, 612
764,3, 15, 1316, 33994
765,15, 0, 24067, 32324
766,15, 4, 17860, 40470
767,15, 4, 3601, 33015
768,15, 8, 371, 21905
769,15, 2, 26204, 44472
770,12, 15, 14249, 5693
771,14, 15, 22833, 40838
772,4, 15, 33715, 43651
773,15, 14, 29192, 2199
774,10, 15, 30188, 14505
775,8, 15, 47572, 38703
776,15, 7, 15944, 41659
777,15, 7, 20158, 9143
778,15, 13, 42854, 40553
779,15, 8, 42512, 38656
780,10, 15, 37114, 46588
781,15, 8, 2465, 31021
782,6, 15, 34061, 22713
783,15, 4, 49380, 6385
784,14, 15, 34129, 31796
785,15, 10, 17119, 23013
786,15, 8, 25375, 27907
787,15, 3, 6498, 32468
788,15, 2, 12577, 20447
789,15, 10, 21346, 13781
790,15, 14, 48250, 49001
791,15, 14, 49911, 8191
792,7, 15, 6166, 8315
793,4, 15, 35017, 40846
794,10, 15, 9328, 29161
795,15, 0, 31193, 41338
796,15, 5, 31677, 14630
797,15, 8, 25906, 15438
798,10, 15, 42073, 46090
799,14, 15, 2592, 41119
800,7, 15, 6024, 18336
801,0, 15, 25247, 2312
802,13, 15, 34668, 39285
803,15, 11, 3567, 5039
804,15, 8, 30935, 4382
805,15, 9, 6111, 24003
806,15, 7, 38982, 30621
807,7, 15, 22084, 28
808,15, 10, 23236, 48107
809,15, 7, 41267, 7012
810,7, 15, 39576, 31889
811,15, 12, 6750, 33500
812,15, 1, 42920, 18190
813,15, 9, 15413, 26654
814,9, 15, 21092, 22903
815,5, 15, 22621, 20665
816,13, 15, 23761, 13044
817,15, 0, 11075, 19372
818,15, 14, 46228, 24185
819,3, 15, 12368, 40097
820,7, 15, 32276, 33150
821,15, 2, 1834, 13497
822,8, 15, 41873, 15480
823,14, 15, 12329, 44004
824,14, 15, 26491, 25904
825,15, 1, 34276, 39158
826,1, 15, 18307, 43949
827,5, 15, 19745, 30696
828,6, 15, 10283, 21757
829,5, 15, 15505, 3860
830,15, 9, 5619, 29443
831,15, 11, 20349, 29543
832,1, 15, 42521, 49101
833,3, 15, 43500, 47202
834,0, 15, 10881, 14784
835,15, 11, 19953, 1256
836,13, 15, 36838, 17699
837,12, 15, 22450, 17739
838,12, 15, 36968, 3326
839,15, 1, 33418, 47000
840,13, 15, 40189, 40866
841,15, 10, 29393, 41232
842,6, 15, 27721, 37903
843,7, 15, 9488, 10763
844,15, 5, 5290, 35695
845,2, 15, 10174, 41865
846,15, 7, 19247, 17988
847,6, 15, 6884, 30881
848,15, 8, 4763, 1213
849,15, 9, 39234, 36937
850,15, 11, 28978, 2400
851,15, 10, 4349, 6318
852,13, 15, 13658, 33127
853,8, 15, 24914, 24408
854,1, 15, 30190, 14328
855,15, 1, 45909, 26618
856,2, 15, 34158, 5089
857,15, 11, 39432, 34183
858,14, 15, 49964, 3111
859,15, 4, 5108, 21831
860,15, 1, 26832, 35516
861,15, 9, 25817, 3825
862,15, 7, 30254, 2432
863,15, 2, 44414, 22521
864,15, 12, 40441, 45917
865,15, 2, 49173, 12888
866,15, 4, 37761, 15790
867,15, 1, 11993, 2261
868,11, 15, 20589, 35609
869,9, 15, 758, 49362
870,11, 15, 45299, 2273
871,15, 11, 32290, 25118
872,15, 0, 42934, 9574
873,12, 15, 5785, 49225
874,2, 15, 48848, 28295
875,12, 15, 39967, 28859
876,15, 1, 12428, 10816
877,15, 1, 34909, 18356
878,15, 4, 11939, 24760
879,15, 0, 19056, 12118
880,15, 10, 26303, 42724
881,15, 4, 30795, 17767
882,11, 15, 27669, 44399
883,15, 2, 38220, 16222
884,13, 15, 6907, 9847
885,2, 15, 39217, 38969
886,15, 13, 23070, 11237
887,3, 15, 32695, 33687
888,15, 1, 33044, 40477
889,3, 15, 17489, 12391
890,15, 10, 5641, 12364
891,15, 7, 45410, 23130
892,15, 3, 8578, 15386
893,15, 11, 1068, 27030
894,6, 15, 10938, 7648
895,4, 15, 21208, 4261
896,8, 15, 49096, 2875
897,15, 8, 1133, 46275
898,5, 15, 47701, 3962
899,11, 15, 27990, 13667
900,6, 15, 33797, 34820
901,15, 13, 33697, 43906
902,15, 5, 49104, 14641
903,4, 15, 29971, 15615
904,15, 8, 2545, 16197
905,4, 15, 17674, 41983
906,12, 15, 11606, 19581
907,10, 15, 27953, 17490
908,15, 13, 15857, 33110
909,15, 1, 23017, 38714
910,15, 11, 34850, 22929
911,10, 15, 36259, 41858
912,15, 9, 689, 60
913,15, 5, 21945, 26616
914,13, 15, 5051, 23503
915,8, 15, 42718, 39424
916,15, 9, 21305, 45149
917,1, 15, 10636, 6542
918,15, 11, 17801, 18642
919,15, 10, 6071, 30409
920,15, 8, 27930, 34461
921,15, 8, 48236, 49278
922,2, 15, 45415, 3123
923,10, 15, 17146, 37933
924,15, 10, 23187, 45282
925,3, 15, 15082, 6419
926,14, 15, 5586, 18735
927,15, 9, 18371, 28764
928,15, 7, 26186, 12291
929,15, 6, 7574, 22133
930,15, 11, 29967, 11572
931,2, 15, 11454, 4655
932,3, 15, 26777, 23451
933,5, 15, 41636, 12527
934,15, 3, 26442, 12557
935,0, 15, 36921, 26398
